origin_code,origin_airport,origin_city,origin_state,dest_code,dest_airport,dest_city,dest_state,count
PWM,Portland International Jetport,Portland,ME,CLT,Charlotte Douglas International Airport,Charlotte,NC,334
ATL,Hartsfield-Jackson Atlanta International Airport,Atlanta,GA,SJU,Luis Muñoz Marín International Airport,San Juan,PR,1420
DFW,Dallas/Fort Worth International Airport,Dallas-Fort Worth,TX,SAN,San Diego International Airport (Lindbergh Field),San Diego,CA,3297
SAN,San Diego International Airport (Lindbergh Field),San Diego,CA,BOS,Gen. Edward Lawrence Logan International Airport,Boston,MA,964
ATL,Hartsfield-Jackson Atlanta International Airport,Atlanta,GA,CVG,Cincinnati/Northern Kentucky International Airport,Covington,KY,2376
ATL,Hartsfield-Jackson Atlanta International Airport,Atlanta,GA,ROC,Greater Rochester International Airport,Rochester,NY,973
ATL,Hartsfield-Jackson Atlanta International Airport,Atlanta,GA,EYW,Key West International Airport,Key West,FL,1423
PHX,Phoenix Sky Harbor International Airport,Phoenix,AZ,DRO,Durango-La Plata County Airport,Durango,CO,699
LAX,Los Angeles International Airport,Los Angeles,CA,MKE,General Mitchell International Airport,Milwaukee,WI,380
PHX,Phoenix Sky Harbor International Airport,Phoenix,AZ,BFL,Meadows Field,Bakersfield,CA,875
SLC,Salt Lake City International Airport,Salt Lake City,UT,VEL,Valdez Airport,Vernal,UT,205
DEN,Denver International Airport,Denver,CO,JAC,Jackson Hole Airport,Jackson,WY,950
SMF,Sacramento International Airport,Sacramento,CA,ONT,Ontario International Airport,Ontario,CA,2044
DEN,Denver International Airport,Denver,CO,AMA,Rick Husband Amarillo International Airport,Amarillo,TX,563
STT,Cyril E. King Airport,Charlotte Amalie,VI,BOS,Gen. Edward Lawrence Logan International Airport,Boston,MA,142
SJC,Norman Y. Mineta San José International Airport,San Jose,CA,ATL,Hartsfield-Jackson Atlanta International Airport,Atlanta,GA,276
CLT,Charlotte Douglas International Airport,Charlotte,NC,DAB,Daytona Beach International Airport,Daytona Beach,FL,5
ORD,Chicago O'Hare International Airport,Chicago,IL,DTW,Detroit Metropolitan Airport,Detroit,MI,4301
BFL,Meadows Field,Bakersfield,CA,DEN,Denver International Airport,Denver,CO,610
AEX,Alexandria International Airport,Alexandria,LA,DFW,Dallas/Fort Worth International Airport,Dallas-Fort Worth,TX,987
JFK,John F. Kennedy International Airport (New York International Airport),New York,NY,MSY,Louis Armstrong New Orleans International Airport,New Orleans,LA,1110
DAL,Dallas Love Field,Dallas,TX,MDW,Chicago Midway International Airport,Chicago,IL,1980
DEN,Denver International Airport,Denver,CO,MSP,Minneapolis-Saint Paul International Airport,Minneapolis,MN,5504
GTF,Great Falls International Airport,Great Falls,MT,DEN,Denver International Airport,Denver,CO,774
TPA,Tampa International Airport,Tampa,FL,BWI,Baltimore-Washington International Airport,Baltimore,MD,2182
MCO,Orlando International Airport,Orlando,FL,MDT,Harrisburg International Airport,Harrisburg,PA,85
ANC,Ted Stevens Anchorage International Airport,Anchorage,AK,JNU,Juneau International Airport,Juneau,AK,1034
LGB,Long Beach Airport (Daugherty Field),Long Beach,CA,SEA,Seattle-Tacoma International Airport,Seattle,WA,793
DFW,Dallas/Fort Worth International Airport,Dallas-Fort Worth,TX,CLL,Easterwood Airport,College Station,TX,1604
KTN,Ketchikan International Airport,Ketchikan,AK,SEA,Seattle-Tacoma International Airport,Seattle,WA,1319
LGA,LaGuardia Airport (Marine Air Terminal),New York,NY,RDU,Raleigh-Durham International Airport,Raleigh,NC,1957
CVG,Cincinnati/Northern Kentucky International Airport,Covington,KY,TTN,Trenton Mercer Airport,Trenton,NJ,3
ATL,Hartsfield-Jackson Atlanta International Airport,Atlanta,GA,BMI,Central Illinois Regional Airport at Bloomington-Normal,Bloomington,IL,877
TUS,Tucson International Airport,Tucson,AZ,SAN,San Diego International Airport (Lindbergh Field),San Diego,CA,918
GEG,Spokane International Airport,Spokane,WA,LAS,McCarran International Airport,Las Vegas,NV,648
ONT,Ontario International Airport,Ontario,CA,IAH,George Bush Intercontinental Airport,Houston,TX,473
SEA,Seattle-Tacoma International Airport,Seattle,WA,SAT,San Antonio International Airport,San Antonio,TX,334
OKC,Will Rogers World Airport,Oklahoma City,OK,MSP,Minneapolis-Saint Paul International Airport,Minneapolis,MN,372
FNT,Bishop International Airport,Flint,MI,MCO,Orlando International Airport,Orlando,FL,339
ORD,Chicago O'Hare International Airport,Chicago,IL,STL,St. Louis International Airport at Lambert Field,St Louis,MO,2566
IAH,George Bush Intercontinental Airport,Houston,TX,AEX,Alexandria International Airport,Alexandria,LA,926
TPA,Tampa International Airport,Tampa,FL,SAT,San Antonio International Airport,San Antonio,TX,325
OAK,Oakland International Airport,Oakland,CA,DFW,Dallas/Fort Worth International Airport,Dallas-Fort Worth,TX,335
EWR,Newark Liberty International Airport,Newark,NJ,DSM,Des Moines International Airport,Des Moines,IA,212
TTN,Trenton Mercer Airport,Trenton,NJ,UST,Northeast Florida Regional Airport (St. Augustine Airport),St. Augustine,FL,152
DTW,Detroit Metropolitan Airport,Detroit,MI,HSV,Huntsville International Airport,Huntsville,AL,93
RAP,Rapid City Regional Airport,Rapid City,SD,JMS,Jamestown Regional Airport,Jamestown,ND,1
FLL,Fort Lauderdale-Hollywood International Airport,Ft. Lauderdale,FL,MHT,Manchester-Boston Regional Airport,Manchester,NH,7
PDX,Portland International Airport,Portland,OR,DAL,Dallas Love Field,Dallas,TX,237
PWM,Portland International Jetport,Portland,ME,LGA,LaGuardia Airport (Marine Air Terminal),New York,NY,61
MSP,Minneapolis-Saint Paul International Airport,Minneapolis,MN,ORF,Norfolk International Airport,Norfolk,VA,93
EWR,Newark Liberty International Airport,Newark,NJ,ANC,Ted Stevens Anchorage International Airport,Anchorage,AK,7
PDX,Portland International Airport,Portland,OR,ONT,Ontario International Airport,Ontario,CA,723
PVD,Theodore Francis Green State Airport,Providence,RI,FLL,Fort Lauderdale-Hollywood International Airport,Ft. Lauderdale,FL,786
EWR,Newark Liberty International Airport,Newark,NJ,DEN,Denver International Airport,Denver,CO,2643
CVG,Cincinnati/Northern Kentucky International Airport,Covington,KY,ATL,Hartsfield-Jackson Atlanta International Airport,Atlanta,GA,2372
BWI,Baltimore-Washington International Airport,Baltimore,MD,IAH,George Bush Intercontinental Airport,Houston,TX,1005
DEN,Denver International Airport,Denver,CO,LAS,McCarran International Airport,Las Vegas,NV,6269
BNA,Nashville International Airport,Nashville,TN,LGA,LaGuardia Airport (Marine Air Terminal),New York,NY,2472
TUS,Tucson International Airport,Tucson,AZ,SLC,Salt Lake City International Airport,Salt Lake City,UT,940
IAD,Washington Dulles International Airport,Chantilly,VA,HNL,Honolulu International Airport,Honolulu,HI,168
SFO,San Francisco International Airport,San Francisco,CA,MCO,Orlando International Airport,Orlando,FL,797
ATL,Hartsfield-Jackson Atlanta International Airport,Atlanta,GA,PNS,Pensacola International Airport (Pensacola Gulf Coast Regional Airport),Pensacola,FL,2268
SLC,Salt Lake City International Airport,Salt Lake City,UT,HLN,Helena Regional Airport,Helena,MT,870
RDU,Raleigh-Durham International Airport,Raleigh,NC,FLL,Fort Lauderdale-Hollywood International Airport,Ft. Lauderdale,FL,626
MSY,Louis Armstrong New Orleans International Airport,New Orleans,LA,MCI,Kansas City International Airport,Kansas City,MO,333
TUL,Tulsa International Airport,Tulsa,OK,MSP,Minneapolis-Saint Paul International Airport,Minneapolis,MN,434
BUR,Bob Hope Airport (Hollywood Burbank Airport),Burbank,CA,PHX,Phoenix Sky Harbor International Airport,Phoenix,AZ,1893
LAS,McCarran International Airport,Las Vegas,NV,BOS,Gen. Edward Lawrence Logan International Airport,Boston,MA,1027
SDF,Louisville International Airport (Standiford Field),Louisville,KY,ORD,Chicago O'Hare International Airport,Chicago,IL,1289
ORD,Chicago O'Hare International Airport,Chicago,IL,ELM,Elmira/Corning Regional Airport,Elmira,NY,606
FAR,Hector International Airport,Fargo,ND,MSP,Minneapolis-Saint Paul International Airport,Minneapolis,MN,1715
MSP,Minneapolis-Saint Paul International Airport,Minneapolis,MN,CWA,Central Wisconsin Airport,Mosinee,WI,25
MCO,Orlando International Airport,Orlando,FL,OMA,Eppley Airfield,Omaha,NE,133
MSO,Missoula International Airport,Missoula,MT,ATL,Hartsfield-Jackson Atlanta International Airport,Atlanta,GA,15
AUS,Austin-Bergstrom International Airport,Austin,TX,MIA,Miami International Airport,Miami,FL,206
DCA,Ronald Reagan Washington National Airport,Arlington,VA,RDU,Raleigh-Durham International Airport,Raleigh,NC,29
OAK,Oakland International Airport,Oakland,CA,HOU,William P. Hobby Airport,Houston,TX,632
ATL,Hartsfield-Jackson Atlanta International Airport,Atlanta,GA,SFO,San Francisco International Airport,San Francisco,CA,3126
DEN,Denver International Airport,Denver,CO,PDX,Portland International Airport,Portland,OR,3436
MCI,Kansas City International Airport,Kansas City,MO,STL,St. Louis International Airport at Lambert Field,St Louis,MO,1205
PHL,Philadelphia International Airport,Philadelphia,PA,BNA,Nashville International Airport,Nashville,TN,630
PHX,Phoenix Sky Harbor International Airport,Phoenix,AZ,SBA,Santa Barbara Municipal Airport (Santa Barbara Airport),Santa Barbara,CA,1027
MKE,General Mitchell International Airport,Milwaukee,WI,SFO,San Francisco International Airport,San Francisco,CA,380
LBB,Lubbock Preston Smith International Airport,Lubbock,TX,LAS,McCarran International Airport,Las Vegas,NV,334
LFT,Lafayette Regional Airport,Lafayette,LA,ATL,Hartsfield-Jackson Atlanta International Airport,Atlanta,GA,1195
PBI,Palm Beach International Airport,West Palm Beach,FL,DTW,Detroit Metropolitan Airport,Detroit,MI,363
EWR,Newark Liberty International Airport,Newark,NJ,AUS,Austin-Bergstrom International Airport,Austin,TX,925
PHL,Philadelphia International Airport,Philadelphia,PA,LAX,Los Angeles International Airport,Los Angeles,CA,1886
SJU,Luis Muñoz Marín International Airport,San Juan,PR,BWI,Baltimore-Washington International Airport,Baltimore,MD,621
DTW,Detroit Metropolitan Airport,Detroit,MI,IND,Indianapolis International Airport,Indianapolis,IN,805
EWR,Newark Liberty International Airport,Newark,NJ,DCA,Ronald Reagan Washington National Airport,Arlington,VA,1515
BOS,Gen. Edward Lawrence Logan International Airport,Boston,MA,STL,St. Louis International Airport at Lambert Field,St Louis,MO,670
PDX,Portland International Airport,Portland,OR,BZN,Bozeman Yellowstone International Airport (Gallatin Field Airport),Bozeman,MT,116
OKC,Will Rogers World Airport,Oklahoma City,OK,FLL,Fort Lauderdale-Hollywood International Airport,Ft. Lauderdale,FL,1
ORD,Chicago O'Hare International Airport,Chicago,IL,DEN,Denver International Airport,Denver,CO,5613
FAT,Fresno Yosemite International Airport,Fresno,CA,SFO,San Francisco International Airport,San Francisco,CA,1191
BOS,Gen. Edward Lawrence Logan International Airport,Boston,MA,PHX,Phoenix Sky Harbor International Airport,Phoenix,AZ,1428
SEA,Seattle-Tacoma International Airport,Seattle,WA,LAS,McCarran International Airport,Las Vegas,NV,5009
JAX,Jacksonville International Airport,Jacksonville,FL,DFW,Dallas/Fort Worth International Airport,Dallas-Fort Worth,TX,1255
CLE,Cleveland Hopkins International Airport,Cleveland,OH,PHX,Phoenix Sky Harbor International Airport,Phoenix,AZ,726
HLN,Helena Regional Airport,Helena,MT,SLC,Salt Lake City International Airport,Salt Lake City,UT,870
ATL,Hartsfield-Jackson Atlanta International Airport,Atlanta,GA,LAS,McCarran International Airport,Las Vegas,NV,4099
ORD,Chicago O'Hare International Airport,Chicago,IL,SNA,John Wayne Airport (Orange County Airport),Santa Ana,CA,2164
MSP,Minneapolis-Saint Paul International Airport,Minneapolis,MN,CVG,Cincinnati/Northern Kentucky International Airport,Covington,KY,458
MCO,Orlando International Airport,Orlando,FL,AUS,Austin-Bergstrom International Airport,Austin,TX,999
PHX,Phoenix Sky Harbor International Airport,Phoenix,AZ,MCO,Orlando International Airport,Orlando,FL,1284
SDF,Louisville International Airport (Standiford Field),Louisville,KY,DTW,Detroit Metropolitan Airport,Detroit,MI,79
CHS,Charleston International Airport/Charleston AFB,Charleston,SC,JFK,John F. Kennedy International Airport (New York International Airport),New York,NY,1201
BWI,Baltimore-Washington International Airport,Baltimore,MD,MKE,General Mitchell International Airport,Milwaukee,WI,858
ATL,Hartsfield-Jackson Atlanta International Airport,Atlanta,GA,DAB,Daytona Beach International Airport,Daytona Beach,FL,1489
IAH,George Bush Intercontinental Airport,Houston,TX,GRK,Killeen-Fort Hood Regional Airport,Killeen,TX,811
CLT,Charlotte Douglas International Airport,Charlotte,NC,RIC,Richmond International Airport,Richmond,VA,1349
LIH,Lihue Airport,Lihue,HI,PHX,Phoenix Sky Harbor International Airport,Phoenix,AZ,343
DTW,Detroit Metropolitan Airport,Detroit,MI,ORF,Norfolk International Airport,Norfolk,VA,535
DTW,Detroit Metropolitan Airport,Detroit,MI,SJU,Luis Muñoz Marín International Airport,San Juan,PR,25
ACY,Atlantic City International Airport,Atlantic City,NJ,BOS,Gen. Edward Lawrence Logan International Airport,Boston,MA,182
SJC,Norman Y. Mineta San José International Airport,San Jose,CA,DAL,Dallas Love Field,Dallas,TX,298
RST,Rochester International Airport,Rochester,MN,CLE,Cleveland Hopkins International Airport,Cleveland,OH,1
RSW,Southwest Florida International Airport,Ft. Myers,FL,DEN,Denver International Airport,Denver,CO,387
CRP,Corpus Christi International Airport,Corpus Christi,TX,DFW,Dallas/Fort Worth International Airport,Dallas-Fort Worth,TX,1497
SFO,San Francisco International Airport,San Francisco,CA,DCA,Ronald Reagan Washington National Airport,Arlington,VA,664
DEN,Denver International Airport,Denver,CO,BIL,Billings Logan International Airport,Billings,MT,1106
LAX,Los Angeles International Airport,Los Angeles,CA,OGG,Kahului Airport,Kahului,HI,2708
MSY,Louis Armstrong New Orleans International Airport,New Orleans,LA,TPA,Tampa International Airport,Tampa,FL,984
PHX,Phoenix Sky Harbor International Airport,Phoenix,AZ,AUS,Austin-Bergstrom International Airport,Austin,TX,1581
ATL,Hartsfield-Jackson Atlanta International Airport,Atlanta,GA,MCI,Kansas City International Airport,Kansas City,MO,3478
IND,Indianapolis International Airport,Indianapolis,IN,FLL,Fort Lauderdale-Hollywood International Airport,Ft. Lauderdale,FL,305
IAD,Washington Dulles International Airport,Chantilly,VA,TYS,McGhee Tyson Airport,Knoxville,TN,22
BNA,Nashville International Airport,Nashville,TN,IAD,Washington Dulles International Airport,Chantilly,VA,32
STT,Cyril E. King Airport,Charlotte Amalie,VI,JFK,John F. Kennedy International Airport (New York International Airport),New York,NY,548
MEI,Meridian Regional Airport,Meridian,MS,PIB,Hattiesburg-Laurel Regional Airport,Hattiesburg-Laurel,MS,573
OKC,Will Rogers World Airport,Oklahoma City,OK,BWI,Baltimore-Washington International Airport,Baltimore,MD,334
JFK,John F. Kennedy International Airport (New York International Airport),New York,NY,BUR,Bob Hope Airport (Hollywood Burbank Airport),Burbank,CA,334
BTV,Burlington International Airport,Burlington,VT,IAD,Washington Dulles International Airport,Chantilly,VA,7
ABQ,Albuquerque International Sunport,Albuquerque,NM,MCO,Orlando International Airport,Orlando,FL,99
COD,Yellowstone Regional Airport,Cody,WY,ORD,Chicago O'Hare International Airport,Chicago,IL,9
DCA,Ronald Reagan Washington National Airport,Arlington,VA,HSV,Huntsville International Airport,Huntsville,AL,24
IND,Indianapolis International Airport,Indianapolis,IN,RDU,Raleigh-Durham International Airport,Raleigh,NC,65
JFK,John F. Kennedy International Airport (New York International Airport),New York,NY,SJU,Luis Muñoz Marín International Airport,San Juan,PR,4463
LAS,McCarran International Airport,Las Vegas,NV,PHX,Phoenix Sky Harbor International Airport,Phoenix,AZ,5499
SAT,San Antonio International Airport,San Antonio,TX,BWI,Baltimore-Washington International Airport,Baltimore,MD,786
MCO,Orlando International Airport,Orlando,FL,STL,St. Louis International Airport at Lambert Field,St Louis,MO,1529
SEA,Seattle-Tacoma International Airport,Seattle,WA,GEG,Spokane International Airport,Spokane,WA,3178
RSW,Southwest Florida International Airport,Ft. Myers,FL,CLT,Charlotte Douglas International Airport,Charlotte,NC,1726
ECP,Northwest Florida Beaches International Airport,Panama City,FL,BNA,Nashville International Airport,Nashville,TN,593
MDW,Chicago Midway International Airport,Chicago,IL,BHM,Birmingham-Shuttlesworth International Airport,Birmingham,AL,631
